time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z,jerk_x,jerk_y,jerk_z,ekf_jerk_x,ekf_jerk_y,ekf_jerk_z
[0:00:13.700000],20.405,-5.91946,50.0521,0.886887,0.181763,0.0287633,0.424041,0.171345,-0.444762,0.0732235,-0.0692436,0.0582905,-0.00622262,-0.0622645,0.0280137,-0.0143848
[0:00:13.800000],20.2947,-6.1197,50.7685,0.88418,0.181451,0.027927,0.429844,0.170555,-0.420989,0.0673472,-0.0955601,0.0299339,0.0043879,-0.066652,0.0282667,-0.0119111
[0:00:13.900000],20.105,-6.27257,51.4011,0.881928,0.180391,0.0270212,0.434944,0.158198,-0.424392,0.0734394,-0.073173,0.00849336,-0.000468545,-0.0675113,0.0256611,-0.0104032
[0:00:14],19.9004,-6.36037,52.0684,0.879606,0.178985,0.0266052,0.440221,0.150571,-0.417886,0.0726889,-0.0423152,0.00571751,-0.0136635,-0.0641911,0.0230331,-0.0108329
[0:00:14.100000],19.7922,-6.5651,52.7392,0.876958,0.178763,0.02565,0.445618,0.144213,-0.425873,0.0638247,-0.0226285,-0.0133702,-0.00430571,-0.0587142,0.018236,-0.00997275
[0:00:14.200000],19.517,-6.70115,53.3961,0.874665,0.177027,0.0245435,0.450849,0.14692,-0.437645,0.070596,-0.0473176,-0.0370723,-0.0146235,-0.0572124,0.0109478,-0.0105856
[0:00:14.300000],19.2867,-6.85416,54.097,0.872074,0.175707,0.0235324,0.456403,0.149334,-0.418089,0.0649288,-0.0403256,-0.0299247,-0.0212675,-0.0549872,0.00556185,-0.0119932
[0:00:14.400000],19.1083,-6.94035,54.7646,0.869576,0.174547,0.0231764,0.461603,0.13838,-0.435313,0.0649375,-0.0593526,-0.0151544,-0.0230241,-0.0555624,0.00283197,-0.0134468
[0:00:14.500000],18.8489,-7.05229,55.4706,0.866982,0.172878,0.0223385,0.467119,0.132352,-0.437333,0.0669364,-0.0609635,0.0101963,-0.0349254,-0.0562742,0.0038024,-0.0162771
[0:00:14.600000],18.7162,-7.24852,56.2004,0.863966,0.172511,0.021396,0.472852,0.108202,-0.429771,0.0508528,-0.0704528,0.0271114,-0.0382703,-0.0581425,0.00687393,-0.0191753
[0:00:14.700000],18.5205,-7.4366,56.9876,0.860774,0.171646,0.0203344,0.478996,0.130215,-0.43424,0.0587138,-0.0676672,0.0337548,-0.0188633,-0.0593976,0.0104161,-0.0191342
[0:00:14.800000],18.4602,-7.57594,57.6016,0.858123,0.171648,0.0199433,0.483744,0.108883,-0.417279,0.0503227,-0.0380365,0.0637069,-0.00147889,-0.0565828,0.0174385,-0.0168076
[0:00:14.900000],18.3524,-7.60946,58.314,0.855221,0.170855,0.0202969,0.48912,0.112697,-0.418415,0.0508446,-0.0428347,0.0351843,0.0230686,-0.0547711,0.0197769,-0.011553
[0:00:15],18.2428,-7.60138,58.9746,0.85256,0.169886,0.0208699,0.494054,0.0950146,-0.41357,0.0596316,-0.0472823,0.0147485,0.0245817,-0.0537843,0.0191143,-0.00679135
[0:00:15.100000],18.0463,-7.74914,59.763,0.849257,0.168904,0.0200725,0.500076,0.0977079,-0.416092,0.0611584,-0.0683297,0.00272111,0.0185493,-0.055701,0.0169541,-0.0034521
[0:00:15.200000],17.9656,-7.87636,60.3737,0.846546,0.168738,0.0196655,0.504722,0.103259,-0.411009,0.0623577,-0.0577771,0.00160509,0.0069205,-0.0559746,0.0149315,-0.00208525
[0:00:15.300000],17.7959,-7.82569,61.1237,0.843535,0.16714,0.0203916,0.510237,0.0793553,-0.423147,0.0616469,-0.040005,-0.013125,-0.00566482,-0.0538702,0.0112344,-0.00255695
[0:00:15.400000],17.7119,-7.84111,61.7871,0.840671,0.16647,0.0208667,0.51514,0.082995,-0.414428,0.0538537,-0.0303235,-0.032597,-0.0196802,-0.0507674,0.00545852,-0.00481335
[0:00:15.500000],17.5573,-7.82071,62.5814,0.837328,0.165102,0.0214679,0.520966,0.0743755,-0.415129,0.0632514,-0.0317262,-0.017268,-0.0211065,-0.0482582,0.00246375,-0.00696037
[0:00:15.600000],17.4606,-7.87039,63.3835,0.833741,0.164465,0.0218125,0.526873,0.0770566,-0.416063,0.0505323,0.00328298,-0.00836797,-0.0140525,-0.0414664,0.00103641,-0.00789493
[0:00:15.700000],17.2699,-7.85958,64.0421,0.830985,0.162906,0.021952,0.531684,0.091953,-0.438375,0.0598394,-0.00181428,0.00757402,-0.0114953,-0.0362413,0.0018979,-0.00836937
[0:00:15.800000],17.2394,-7.8322,64.7297,0.827856,0.162427,0.0229868,0.536645,0.0662424,-0.420497,0.047841,-0.0253411,-0.00698749,-0.0051211,-0.0348049,0.00072703,-0.00794133
[0:00:15.900000],17.0826,-7.941,65.4192,0.824703,0.161656,0.0224291,0.541732,0.077484,-0.409345,0.0524778,-0.0178023,0.00938555,-0.018396,-0.0325644,0.001868,-0.00931898
[0:00:16],16.9331,-8.08559,66.1563,0.821238,0.161105,0.0217045,0.547163,0.0792575,-0.421297,0.0552927,-0.0447514,0.00962029,-0.00168786,-0.0341703,0.00288956,-0.0083134
[0:00:16.100000],16.8943,-8.1167,66.7936,0.818199,0.16085,0.0221882,0.551751,0.054489,-0.420451,0.0486411,-0.0472315,0.0115006,-0.016862,-0.0358915,0.00402427,-0.00943989
[0:00:16.200000],16.7507,-8.09628,67.5194,0.814914,0.159589,0.0226557,0.556936,0.0699174,-0.428222,0.0511706,-0.0471967,-0.0176657,-0.0068216,-0.0373812,0.00116608,-0.00909486
[0:00:16.300000],16.6012,-8.22386,68.2893,0.811206,0.158983,0.0220784,0.562517,0.0641733,-0.414245,0.0426145,-0.0533075,-0.0273406,-0.00293701,-0.0394799,-0.00259038,-0.00828341
[0:00:16.400000],16.498,-8.26663,68.945,0.808065,0.158332,0.0221711,0.567199,0.0409124,-0.421966,0.0549055,-0.0459564,-0.0112849,0.0045581,-0.0403333,-0.00373609,-0.00659123
[0:00:16.500000],16.4934,-8.33658,69.5822,0.80482,0.158512,0.0225292,0.57173,0.0499583,-0.418542,0.0416851,-0.066822,0.000914963,-0.00623096,-0.0438239,-0.0031232,-0.00654376
[0:00:16.600000],16.4036,-8.3471,70.4014,0.800823,0.157771,0.0231348,0.577494,0.0404994,-0.434015,0.0535994,-0.0817305,0.0146058,-0.00641285,-0.048819,-0.000786966,-0.00652651
[0:00:16.700000],16.175,-8.4211,71.0708,0.797658,0.156408,0.0223723,0.582255,0.0441654,-0.432616,0.051454,-0.0281767,-0.0111383,-0.00947411,-0.0460989,-0.002151,-0.00691493
[0:00:16.800000],16.066,-8.33612,71.7197,0.794601,0.1551,0.0232974,0.586732,0.0201201,-0.409566,0.040897,-0.0283233,0.0141891,-0.0171541,-0.0437565,2.20794e-06,-0.00826419
[0:00:16.900000],15.8943,-8.29188,72.4507,0.791127,0.153541,0.0237097,0.591798,0.0167337,-0.414009,0.0386918,-0.0501339,0.0135477,-0.0207141,-0.0445969,0.00178716,-0.00990477
[0:00:17],15.8332,-8.22564,73.2269,0.787263,0.152621,0.0248924,0.597117,0.0346625,-0.426161,0.0515484,-0.0198523,0.00769766,-0.0213793,-0.0413362,0.00256601,-0.0114168
[0:00:17.100000],15.7476,-8.28756,74.0502,0.782991,0.152171,0.0251089,0.602812,0.0354851,-0.436172,0.0392106,-0.0200555,-0.00566973,0.00898967,-0.0385319,0.00148075,-0.00872776
[0:00:17.200000],15.6145,-8.28059,74.7861,0.779289,0.151066,0.0254274,0.607853,0.00325686,-0.406313,0.0405873,-0.012819,-0.0208669,0.0234429,-0.0351436,-0.0014641,-0.00448849
[0:00:17.300000],15.4182,-8.30373,75.573,0.775326,0.149681,0.0252552,0.613247,0.0133553,-0.42299,0.0376001,-0.0469474,0.00843492,0.0204769,-0.036699,-0.00015966,-0.00119869
[0:00:17.400000],15.351,-8.3077,76.3247,0.771369,0.14908,0.0258467,0.618337,0.0248224,-0.422784,0.0533541,-0.0480686,0.0196812,0.0214358,-0.0381973,0.00245485,0.00178396
[0:00:17.500000],15.3532,-8.28657,77.1046,0.767166,0.148804,0.0270163,0.623561,0.00425215,-0.420088,0.0535566,-0.0359305,-0.00721151,0.0275741,-0.0378986,0.00118107,0.00518244
[0:00:17.600000],15.1986,-8.31131,77.848,0.763275,0.147728,0.0269658,0.628573,0.00748707,-0.430923,0.0496789,-0.0471338,-0.0152924,-0.00490349,-0.0391155,-0.000989716,0.00385337
[0:00:17.700000],15.0514,-8.31906,78.6346,0.759122,0.146607,0.0271135,0.633837,-0.00668488,-0.40985,0.047631,-0.0561897,0.0224444,-0.0237385,-0.0413655,0.0020983,0.000217464
[0:00:17.800000],14.9463,-8.20191,79.4021,0.755135,0.145092,0.0282927,0.638877,-0.00154874,-0.417693,0.0478539,-0.0203382,-7.36772e-05,-0.0461569,-0.0385946,0.00181209,-0.00589349
[0:00:17.900000],14.8268,-8.09806,80.1923,0.750986,0.143539,0.0293116,0.644051,-0.0129381,-0.431205,0.0442068,-0.00194735,-0.0025555,-0.029097,-0.0337654,0.00123655,-0.00895111
[0:00:18],14.8472,-8.0479,80.9942,0.746495,0.143186,0.0307629,0.649262,-0.0103623,-0.415098,0.0352059,-0.0260384,0.00758255,-0.019369,-0.0327472,0.00207279,-0.0103239
[0:00:18.100000],14.8154,-8.00733,81.7112,0.742506,0.142558,0.0317439,0.65391,0.00138623,-0.41447,0.0389985,-0.0493668,0.00427632,-0.0142352,-0.0349373,0.00236316,-0.0108393
[0:00:18.200000],14.7232,-8.00493,82.3442,0.739,0.141773,0.0320176,0.658027,-0.0121832,-0.428434,0.0330331,-0.0708237,0.0159262,-0.00690544,-0.0396662,0.00415043,-0.010321
[0:00:18.300000],14.5955,-7.83415,82.9994,0.735584,0.139801,0.0332028,0.662203,-0.0291893,-0.412975,0.0434294,-0.0449283,0.00760989,0.00915818,-0.0403596,0.0046063,-0.0077541
[0:00:18.400000],14.4876,-7.74073,83.6528,0.732037,0.138387,0.0339778,0.666379,-0.034654,-0.4122,0.0368881,-0.0304415,-0.0161648,0.0245824,-0.0390526,0.00186919,-0.00349297
[0:00:18.500000],14.4434,-7.71443,84.4485,0.727476,0.137716,0.0348484,0.671448,-0.0359691,-0.42179,0.0368196,-0.0334789,-0.0237485,0.0145852,-0.0383182,-0.00150656,-0.00111074
[0:00:18.600000],14.2657,-7.76024,85.2471,0.722938,0.136615,0.034465,0.676575,-0.0242492,-0.422814,0.0406181,0.00274347,-0.00747785,-0.00324943,-0.0329073,-0.00229342,-0.00139256
[0:00:18.700000],14.2247,-7.70459,85.894,0.719221,0.135836,0.0353468,0.680636,-0.0191364,-0.419168,0.046482,-0.0114884,-0.0167932,-0.0133583,-0.0300848,-0.00420413,-0.00296934
[0:00:18.800000],14.0729,-7.69791,86.6318,0.71501,0.13462,0.0353554,0.685297,-0.0399559,-0.428894,0.0441161,-0.033937,0.009224,-0.0109068,-0.0305924,-0.00243464,-0.00401528
[0:00:18.900000],13.9936,-7.55669,87.2969,0.711276,0.133086,0.0365494,0.689408,-0.0530158,-0.424592,0.030222,-0.0569038,0.0285219,-0.0271621,-0.0340596,0.00164464,-0.00706545
[0:00:19],13.9434,-7.42605,87.9534,0.707521,0.131787,0.0378264,0.69344,-0.0283553,-0.405937,0.0300291,-0.0569559,0.0171298,-0.0223585,-0.0370768,0.00368518,-0.00908069
[0:00:19.100000],13.8583,-7.25437,88.7507,0.702972,0.129969,0.0392928,0.698312,-0.0537038,-0.425595,0.039862,-0.0207836,0.0162544,-0.00986898,-0.0349297,0.00534148,-0.00918456
[0:00:19.200000],13.764,-7.10467,89.5056,0.69863,0.128229,0.040496,0.702907,-0.0494025,-0.411575,0.0326859,0.00318492,0.0255458,0.00613947,-0.0299072,0.0080039,-0.00716525
[0:00:19.300000],13.6524,-6.90821,90.1427,0.695053,0.126131,0.0417289,0.70675,-0.0571687,-0.411993,0.029625,-0.0296082,0.0130074,0.0100905,-0.0298678,0.00866323,-0.00489138
[0:00:19.400000],13.6282,-6.83961,90.7777,0.691227,0.125333,0.0426971,0.710575,-0.0488999,-0.419737,0.0373825,-0.0254838,-0.00603294,-0.0117681,-0.0292901,0.00672665,-0.00579755
[0:00:19.500000],13.6846,-6.67852,91.4306,0.687284,0.124435,0.0447415,0.714422,-0.0463521,-0.407397,0.0324697,0.00786804,-0.00966562,-0.00455079,-0.0243936,0.00456657,-0.00563326
[0:00:19.600000],13.6045,-6.59298,92.1111,0.683208,0.123161,0.045495,0.718493,-0.0588463,-0.407371,0.0335007,-0.0260555,-0.0329789,-0.00643432,-0.0246126,-0.000380963,-0.00573882
[0:00:19.700000],13.6128,-6.43115,92.8171,0.678936,0.121921,0.0472778,0.722628,-0.0691625,-0.421137,0.0317582,-0.0177769,-0.000319056,-0.0138888,-0.0237118,-0.000372805,-0.00681278
[0:00:19.800000],13.5585,-6.29433,93.532,0.67462,0.120447,0.0485096,0.726823,-0.0462205,-0.427913,0.0267021,-0.00692779,0.00364004,-0.00581363,-0.0215001,0.000155986,-0.00668111
[0:00:19.900000],13.4914,-6.14455,94.1763,0.670752,0.118836,0.0496465,0.730581,-0.0593687,-0.416287,0.0369577,-0.0178227,-0.0153318,0.0146111,-0.0210155,-0.0018849,-0.00387534
[0:00:20],13.4407,-6.11591,94.945,0.66592,0.118024,0.0502866,0.735076,-0.0716891,-0.412332,0.0241274,-0.00310095,0.00972939,0.0228021,-0.0186548,-0.000354436,-0.000359939
[0:00:20.100000],13.4795,-6.11126,95.6724,0.661205,0.117896,0.0513117,0.73927,-0.0527486,-0.404625,0.0369098,-0.0301371,0.0355551,0.0308377,-0.0201679,0.00437753,0.00375112
[0:00:20.200000],13.38,-6.07962,96.2974,0.657298,0.116842,0.0514934,0.742899,-0.0643455,-0.425849,0.0409694,-0.0593142,0.0242362,0.021892,-0.0253264,0.0069944,0.00614162
[0:00:20.300000],13.2557,-5.90368,96.9973,0.653059,0.114683,0.0524123,0.746899,-0.0836303,-0.422846,0.0404044,-0.0507755,-0.0138057,0.00532361,-0.0286799,0.00425348,0.00603383
[0:00:20.400000],13.2709,-5.86864,97.725,0.648325,0.114207,0.0534402,0.751012,-0.062209,-0.398277,0.0394275,-0.0701065,-0.0122581,-0.00615464,-0.0341389,0.00207767,0.0044277
[0:00:20.500000],13.3777,-5.74297,98.4842,0.643362,0.11363,0.0556141,0.755199,-0.0938403,-0.403244,0.0383564,-0.0521469,0.000725245,-0.0444644,-0.0365119,0.00189946,-0.00201503
[0:00:20.600000],13.385,-5.65472,99.1379,0.639128,0.112773,0.0568086,0.758825,-0.0931012,-0.422628,0.0320122,-0.0177966,0.0137802,-0.0390609,-0.0340457,0.00346504,-0.00689673
[0:00:20.700000],13.4323,-5.57829,99.867,0.634321,0.112167,0.0582691,0.762827,-0.0890271,-0.42883,0.030977,-0.0238829,-0.0156632,-0.0104332,-0.0327065,0.00094443,-0.00736276
[0:00:20.800000],13.3916,-5.42264,100.566,0.629859,0.110555,0.0595466,0.766651,-0.0929148,-0.405253,0.0265922,-0.0139123,-0.0202543,-0.00564324,-0.0302299,-0.00184903,-0.00713617
[0:00:20.900000],13.3886,-5.38813,101.229,0.625452,0.109962,0.0603557,0.770272,-0.0824886,-0.406497,0.0223748,-0.00669994,0.0262317,0.0154331,-0.0271293,0.00185129,-0.00416211
[0:00:21],13.4276,-5.24473,101.891,0.621102,0.108863,0.0620411,0.773806,-0.101542,-0.412947,0.0375654,-0.0367711,0.0234432,0.0136215,-0.0283998,0.00469655,-0.00181869
[0:00:21.100000],13.4665,-5.18498,102.482,0.617126,0.10835,0.0631922,0.776959,-0.103372,-0.423577,0.0398284,-0.0459547,-0.0223808,-0.00485321,-0.0307131,0.00112845,-0.00221856
[0:00:21.200000],13.4941,-5.07278,103.114,0.612922,0.107389,0.0645846,0.780299,-0.0932429,-0.414013,0.0228627,-0.0332029,-0.0303427,-0.00216271,-0.0310412,-0.00301864,-0.0022112
[0:00:21.300000],13.5344,-4.97716,103.854,0.607934,0.106535,0.0660663,0.784185,-0.114774,-0.401301,0.0372884,-0.00250699,-0.00904557,-0.0125826,-0.0272811,-0.00381283,-0.00357789
[0:00:21.400000],13.4433,-4.84089,104.514,0.603632,0.104744,0.0667795,0.787681,-0.104042,-0.424893,0.0213402,0.0122725,0.000577933,-0.0169291,-0.0220689,-0.00323424,-0.00533723
[0:00:21.500000],13.4276,-4.64915,105.213,0.599029,0.102939,0.068323,0.791292,-0.108276,-0.428414,0.0266834,0.00139987,-0.0151511,-0.012623,-0.0189764,-0.00480459,-0.00629731
[0:00:21.600000],13.5177,-4.57009,105.802,0.594955,0.10251,0.0698915,0.794279,-0.0987825,-0.410983,0.0373175,-0.0159006,-0.0265751,-0.00126257,-0.018571,-0.00767338,-0.00563386
[0:00:21.700000],13.5936,-4.54592,106.372,0.590952,0.102385,0.0710551,0.797175,-0.0989725,-0.419294,0.0231292,-0.0317897,0.00591624,-0.00177167,-0.0203129,-0.00588262,-0.00512492
[0:00:21.800000],13.5605,-4.35667,107.041,0.586509,0.100486,0.0724009,0.80057,-0.118751,-0.417634,0.0249417,-0.074519,0.0457869,0.0229711,-0.0274559,0.000926112,-0.00142258
[0:00:21.900000],13.5056,-4.17974,107.72,0.581982,0.0985435,0.0735189,0.804005,-0.115488,-0.426158,0.0232129,-0.0495646,0.0409223,0.0117463,-0.0303693,0.00619659,0.000312748
[0:00:22],13.5495,-4.08308,108.377,0.577425,0.097665,0.0748845,0.807266,-0.129369,-0.412342,0.038654,-0.0364436,0.0213394,0.0266199,-0.0311697,0.00819203,0.00377936
[0:00:22.100000],13.5689,-3.84992,108.979,0.573393,0.0957284,0.0767136,0.810195,-0.128239,-0.399247,0.0350416,-0.0154203,0.00748855,0.0233087,-0.0290943,0.00809933,0.00635283
[0:00:22.200000],13.6696,-3.80024,109.68,0.568398,0.0954068,0.0782614,0.813597,-0.128595,-0.402675,0.0363745,-0.0159698,-0.0335575,-0.00928127,-0.0273649,0.00261002,0.00429266
[0:00:22.300000],13.7301,-3.76489,110.419,0.563122,0.0949462,0.0794823,0.817194,-0.113941,-0.415426,0.0297489,-0.021697,-0.0460727,-0.0241418,-0.026618,-0.00380512,0.000545721
[0:00:22.400000],13.6583,-3.68448,110.979,0.559262,0.0936344,0.0798288,0.819957,-0.136955,-0.428821,0.036018,-0.020759,-0.0247709,-0.0348558,-0.0258459,-0.00656787,-0.0041193
[0:00:22.500000],13.6471,-3.57891,111.604,0.554899,0.0923896,0.0807746,0.822964,-0.138778,-0.424021,0.022309,-0.0372326,0.00792711,-0.016386,-0.0273464,-0.0046578,-0.00573574
[0:00:22.600000],13.7177,-3.53052,112.312,0.549796,0.0918802,0.0820876,0.82631,-0.140255,-0.420772,0.0248675,-0.0229176,0.0371401,-0.0156157,-0.0267628,0.000850092,-0.00703767
[0:00:22.700000],13.6654,-3.4459,113.048,0.5446,0.0904923,0.0827041,0.829835,-0.132555,-0.404588,0.0277384,-0.0363316,0.0374341,0.0087803,-0.0280237,0.00567094,-0.00495327
[0:00:22.800000],13.6896,-3.31557,113.71,0.539913,0.0891846,0.0840214,0.832901,-0.143468,-0.399719,0.0246559,-0.00784478,0.0191445,0.0130693,-0.0253647,0.00744641,-0.00257835
[0:00:22.900000],13.7179,-3.19482,114.444,0.534665,0.0878992,0.0853669,0.83628,-0.145392,-0.419575,0.0297222,-0.0324206,-0.0125292,0.0167728,-0.0262945,0.00481413,-2.83548e-05
[0:00:23],13.7458,-3.11397,115.079,0.530084,0.0869644,0.0864345,0.839179,-0.143128,-0.414511,0.0264057,-0.04679,-0.0377766,0.0115198,-0.0289952,-0.000798237,0.0014934
[0:00:23.100000],13.7116,-2.95351,115.647,0.526099,0.085204,0.0873583,0.841768,-0.163708,-0.413968,0.038328,-0.0414042,-0.0179447,0.000473295,-0.0306304,-0.00305771,0.00135897
[0:00:23.200000],13.6878,-2.84248,116.235,0.521901,0.0838314,0.0881295,0.844434,-0.140228,-0.41188,0.0248899,0.00257331,0.0276295,0.00390264,-0.026255,0.000986084,0.00169416
[0:00:23.300000],13.6628,-2.6887,116.909,0.517098,0.0820657,0.0891358,0.847452,-0.165379,-0.418138,0.0293598,-0.00362503,0.0392496,-0.00882733,-0.023273,0.00602824,0.0003077
[0:00:23.400000],13.5912,-2.48014,117.552,0.512588,0.0797016,0.0900047,0.85032,-0.15924,-0.416109,0.033667,3.21814e-05,0.00506669,-0.00994128,-0.0202019,0.00590153,-0.00104285
[0:00:23.500000],13.7619,-2.3466,118.172,0.507997,0.0789797,0.0923017,0.852893,-0.147939,-0.393513,0.0229232,0.00899886,0.0182099,-0.0151749,-0.016354,0.00752346,-0.0029051
[0:00:23.600000],13.8124,-2.17671,118.726,0.503996,0.07749,0.0938129,0.855235,-0.142901,-0.403185,0.0332129,-0.00743913,0.00328896,-0.0160187,-0.0151793,0.00696546,-0.00463314
[0:00:23.700000],13.7632,-2.10796,119.318,0.499675,0.0762772,0.0941457,0.857839,-0.169595,-0.415974,0.0206966,0.00492257,0.0191699,-0.0161458,-0.0125304,0.0085737,-0.00615021
[0:00:23.800000],13.6865,-2.09114,119.996,0.49466,0.075262,0.094092,0.860836,-0.152883,-0.413334,0.0258613,-0.0145158,0.00841955,0.00533978,-0.012792,0.00855338,-0.00463612
[0:00:23.900000],13.6857,-1.92436,120.536,0.49076,0.0735609,0.0951586,0.863095,-0.152721,-0.391798,0.0225857,-0.0180183,0.00727236,0.025847,-0.0134807,0.00838458,-0.000619233
[0:00:24],13.753,-1.79065,121.086,0.486694,0.0723817,0.0965914,0.865334,-0.161192,-0.410231,0.0237677,-0.038451,0.00660508,0.0284844,-0.0167711,0.00815009,0.00321589
[0:00:24.100000],13.8089,-1.65547,121.803,0.481365,0.0709883,0.0980374,0.868263,-0.159749,-0.388795,0.0374191,-0.0506047,-0.0140296,0.0276786,-0.0212295,0.00522738,0.00643944
[0:00:24.200000],13.8168,-1.62962,122.454,0.476452,0.0702674,0.098606,0.870963,-0.164486,-0.412734,0.03512,-0.0628345,-0.0227388,-0.0100996,-0.026712,0.00154215,0.00426002
[0:00:24.300000],13.7972,-1.55117,122.953,0.472738,0.0691596,0.0990882,0.873018,-0.180573,-0.408872,0.0333542,-0.0526972,0.0127549,-0.017717,-0.0301362,0.0030197,0.00136401
[0:00:24.400000],13.8193,-1.46319,123.529,0.46842,0.0680808,0.0999651,0.875328,-0.190269,-0.411942,0.0288903,-0.0348601,0.0413409,-0.0193802,-0.0307587,0.00806946,-0.00136955
[0:00:24.500000],13.8617,-1.31378,124.239,0.463109,0.0664883,0.101316,0.878116,-0.174234,-0.396866,0.0224133,-0.0231165,0.0407248,0.00360438,-0.0297516,0.0123726,-0.000714111
[0:00:24.600000],13.8515,-1.20868,124.92,0.457989,0.0650374,0.102054,0.880821,-0.176856,-0.389013,0.0220264,0.0097472,0.0358116,0.0226494,-0.0245467,0.0154613,0.0023646
[0:00:24.700000],14.0046,-1.03312,125.55,0.453225,0.0637295,0.104287,0.883116,-0.192713,-0.384785,0.0385418,0.0131718,-0.00744209,0.016909,-0.0195764,0.0124432,0.00428118
[0:00:24.800000],14.1274,-0.927436,126.088,0.44911,0.0629051,0.105949,0.885077,-0.17915,-0.403473,0.0375063,-0.0152905,-0.0309366,0.017356,-0.0190116,0.00672684,0.00600411
[0:00:24.900000],14.1098,-0.757168,126.622,0.445151,0.0610248,0.106769,0.887108,-0.183442,-0.397387,0.0385483,-0.0259087,-0.0379777,-0.00577634,-0.0199205,0.000835926,0.00445174
[0:00:25],14.1058,-0.696583,127.257,0.440297,0.059948,0.107308,0.889536,-0.177868,-0.409103,0.0248464,-0.0225203,-0.0239183,-0.0189199,-0.0202631,-0.00242605,0.00137196
[0:00:25.100000],14.1205,-0.541594,127.756,0.43656,0.0583309,0.108274,0.891366,-0.194267,-0.400203,0.0280551,-0.0106936,0.00363196,-0.0174527,-0.019002,-0.00162776,-0.00110865
[0:00:25.200000],14.1868,-0.380729,128.36,0.431977,0.0567552,0.109704,0.893523,-0.19622,-0.401574,0.0360664,-0.0246263,0.0191427,0.0115519,-0.0197432,0.00110926,0.000559688
[0:00:25.300000],14.1645,-0.290737,128.866,0.428126,0.0554844,0.110117,0.895404,-0.188241,-0.39766,0.0253433,-0.0212963,0.0246497,0.00862848,-0.0199478,0.00421129,0.00162295
[0:00:25.400000],14.1771,-0.190306,129.533,0.422998,0.054102,0.110907,0.897825,-0.195216,-0.401231,0.0364977,-0.00483393,0.0513088,0.00288885,-0.0179562,0.0104175,0.00178976
[0:00:25.500000],14.2046,-0.109345,130.024,0.419217,0.0530918,0.111649,0.899565,-0.184953,-0.390222,0.0328889,-0.0056174,0.0647882,-0.0137143,-0.0163303,0.0175822,-0.00025328
[0:00:25.600000],14.1946,0.00125249,130.519,0.415443,0.0517036,0.1122,0.901326,-0.205545,-0.389627,0.0335768,-0.0408604,0.0396681,-0.0157369,-0.0195627,0.0204926,-0.00229363
[0:00:25.700000],14.3535,0.175198,131.04,0.41144,0.0503924,0.11431,0.90297,-0.202142,-0.375651,0.0216915,-0.0519855,0.0268898,9.7257e-05,-0.0238352,0.0213356,-0.00197857
[0:00:25.800000],14.5531,0.207184,131.579,0.407125,0.0503099,0.116236,0.904683,-0.193405,-0.37286,0.0301923,-0.0418125,0.0109001,0.00441166,-0.0262042,0.0199604,-0.0011365
[0:00:25.900000],14.7219,0.231182,132.137,0.402669,0.0501469,0.117898,0.906469,-0.216729,-0.379006,0.030816,-0.0337171,-0.019281,0.0212695,-0.0271942,0.0147894,0.00181603
[0:00:26],14.6636,0.328849,132.722,0.398157,0.0485669,0.118029,0.908529,-0.218748,-0.400236,0.0316643,-0.0185384,-0.0219096,0.0111911,-0.0260536,0.00995342,0.00305143
[0:00:26.100000],14.7516,0.337064,133.303,0.393517,0.0482049,0.119002,0.910441,-0.21067,-0.371937,0.0388304,-0.0127943,-0.0119262,0.0153522,-0.0243063,0.00707025,0.00467236
[0:00:26.200000],14.8224,0.479866,133.846,0.389315,0.046744,0.120276,0.912155,-0.212023,-0.385395,0.0337307,-0.0166919,0.00287792,-0.00145827,-0.0233029,0.0065178,0.0038645
[0:00:26.300000],14.9403,0.503096,134.397,0.384899,0.0463753,0.121517,0.913881,-0.215096,-0.389518,0.0313937,0.0114457,-0.00266925,-0.0134779,-0.018724,0.00530718,0.00157922
