time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z
[0:00:00],10.6148,0.584585,-1.28206e-05,0.995917,0.0924787,0.0050785,-0.00047169,0.0146583,0.0106879,0.0188621
[0:00:00.100000],10.0299,0.597261,-2.33233e-05,0.996284,0.0874039,0.00519146,-0.00045565,0.0179923,0.00254333,0.0120288
[0:00:00.200000],10.5817,0.807562,-5.25456e-05,0.995838,0.0921985,0.00701634,-0.00065006,0.0163524,0.00369637,0.0177715
[0:00:00.300000],10.8327,0.214864,-2.46162e-05,0.995657,0.0943811,0.00186642,-0.000177139,0.0188258,0.00468515,0.0145883
[0:00:00.400000],10.4396,0.223006,-5.62494e-05,0.995974,0.0909655,0.00193775,-0.000177474,0.0166485,0.000808895,0.0166799
[0:00:00.500000],10.8823,-0.769587,-3.17793e-05,0.995596,0.0948094,-0.00668482,0.000636309,0.0222131,0.00183767,0.014586
[0:00:00.600000],11.0011,-0.288235,-3.2779e-05,0.995516,0.0958435,-0.00250347,0.000240734,0.020421,0.00369278,0.0222917
[0:00:00.700000],10.3197,-0.624747,-5.49483e-05,0.996057,0.0899223,-0.00542921,0.000489659,0.0248629,-0.00554612,0.00969923
[0:00:00.800000],10.3583,-1.10568,-2.76327e-05,0.995994,0.0902552,-0.00960818,0.000870433,0.0247098,-8.31187e-05,0.00866467
[0:00:00.900000],10.0672,-1.2835,-6.98802e-05,0.996204,0.0877243,-0.0111559,0.000981762,0.0248418,0.000105023,0.0133822
[0:00:01],10.5733,-1.45152,-5.66607e-05,0.99579,0.0921202,-0.0126112,0.00116616,0.0244126,0.00278288,0.00874591
[0:00:01.100000],10.3052,-1.42706,-5.87552e-05,0.996005,0.0897911,-0.0124014,0.00111749,0.022642,-0.00104165,0.015457
[0:00:01.200000],10.8226,-1.86267,-6.6723e-05,0.995535,0.0942813,-0.0161798,0.00153171,0.033536,0.00635962,0.00957376
[0:00:01.300000],10.7602,-2.2268,-7.21316e-05,0.99553,0.0937335,-0.0193434,0.00182063,0.0313353,-0.00180525,0.0163686
[0:00:01.400000],10.4496,-2.45893,-4.86966e-05,0.995739,0.0910318,-0.0213649,0.00195278,0.0352218,-0.00371422,0.0173658
[0:00:01.500000],10.2028,-2.53391,-5.91016e-05,0.995919,0.0888858,-0.0220205,0.00196482,0.0327547,-0.00575593,0.00841117
[0:00:01.600000],10.588,-2.18806,-4.48558e-05,0.995676,0.0922381,-0.0190095,0.00176062,0.0259074,0.00217944,0.0112696
[0:00:01.700000],10.6038,-2.18459,-4.12245e-05,0.995664,0.0923756,-0.0189792,0.00176049,0.0389074,-0.00456192,0.00887787
[0:00:01.800000],10.6679,-2.25193,-4.5325e-05,0.995601,0.0929317,-0.0195632,0.00182568,0.0433481,-0.00174683,0.0209697
[0:00:01.900000],10.641,-2.25199,-6.52039e-05,0.995623,0.0926981,-0.0195641,0.00182096,0.0376098,-0.00995287,0.00904197
[0:00:02],10.2282,-2.51062,-5.97014e-05,0.995904,0.0891071,-0.0218178,0.0019516,0.0522037,-0.0171207,0.0231805
[0:00:02.100000],10.2939,-2.24303,-4.22141e-05,0.9959,0.0896829,-0.0194917,0.0017549,0.0432592,-0.00937267,0.0191055
[0:00:02.200000],10.3342,-2.01908,-4.23815e-05,0.995905,0.0900362,-0.0175452,0.00158583,0.0488131,-0.0132637,0.0091399
[0:00:02.300000],10.5179,-2.25078,-7.12917e-05,0.995722,0.0916288,-0.0195555,0.00179892,0.0786466,0.00460844,0.0180464
[0:00:02.400000],10.739,-2.15941,-4.09702e-05,0.995559,0.0935509,-0.0187584,0.00176233,0.0650423,-0.00566268,0.0183307
[0:00:02.500000],10.7658,-2.06806,-5.96296e-05,0.995551,0.0937843,-0.0179645,0.0016918,0.0857396,-0.0198644,0.0206792
[0:00:02.600000],10.6924,-2.00934,-3.99518e-05,0.99562,0.0931478,-0.0174555,0.00163275,0.0943932,-0.024595,0.0116774
[0:00:02.700000],10.7474,-1.61878,-4.54416e-05,0.995629,0.093631,-0.0140623,0.00132205,0.0868631,-0.0147755,0.00895804
[0:00:02.800000],10.8637,-1.11586,-4.74601e-05,0.995586,0.0946456,-0.00969268,0.000921021,0.104549,-0.0266336,0.0221936
[0:00:02.900000],11.1166,-0.558954,-5.84629e-05,0.99541,0.0968455,-0.0048543,0.000471773,0.11323,-0.0216548,0.0134346
[0:00:03],11.3255,-0.117289,0.248675,0.995241,0.0986631,-0.000804366,0.00226021,0.142301,-0.0263394,0.027222
[0:00:03.100000],11.5753,0.289545,0.432982,0.995017,0.100819,0.00289445,0.00350404,0.155322,-0.0446483,0.0223607
[0:00:03.200000],11.6653,0.793837,0.730855,0.994907,0.101562,0.00753854,0.00564022,0.142334,-0.0536768,0.0245895
[0:00:03.300000],11.9434,1.20729,1.11537,0.994606,0.103912,0.0114887,0.00858314,0.179273,-0.0341102,0.0143526
[0:00:03.400000],12.2049,1.54861,1.46939,0.994303,0.106104,0.014797,0.0113112,0.16765,-0.0440967,0.0180106
[0:00:03.500000],12.5998,2.36696,1.78062,0.993789,0.109364,0.0222285,0.0131739,0.193948,-0.0659168,0.0254568
[0:00:03.600000],12.8431,3.12559,2.02089,0.99338,0.111293,0.0290649,0.0144668,0.21523,-0.0606366,0.0223715
[0:00:03.700000],13.1524,3.9297,2.38867,0.992828,0.113709,0.0364341,0.0167674,0.242544,-0.0863221,0.0200291
[0:00:03.800000],13.5012,4.7273,2.64724,0.992195,0.116457,0.043652,0.0180722,0.241654,-0.0781939,0.0262957
[0:00:03.900000],13.872,5.49746,3.04346,0.991469,0.119301,0.0507846,0.0205412,0.264014,-0.0752004,0.0270302
[0:00:04],14.2594,6.35079,3.42902,0.990632,0.122211,0.0586396,0.0227694,0.292561,-0.0939853,0.0405922
[0:00:04.100000],14.6674,7.11627,3.73559,0.989766,0.125314,0.0656645,0.0243458,0.286786,-0.106423,0.0396022
[0:00:04.200000],15.1737,7.85024,4.11104,0.988735,0.129186,0.0725245,0.0264377,0.319385,-0.120014,0.0389524
[0:00:04.300000],15.6011,8.64864,4.45445,0.987704,0.132318,0.0798967,0.0281663,0.327133,-0.126357,0.0389316
[0:00:04.400000],16.0015,9.39762,4.79094,0.986679,0.135192,0.0868358,0.0298581,0.341691,-0.115107,0.0428443
[0:00:04.500000],16.5333,10.2483,5.19109,0.985353,0.139041,0.0947675,0.0318066,0.369809,-0.125984,0.0618122
[0:00:04.600000],16.9369,10.9894,5.5279,0.984215,0.141835,0.101654,0.0333912,0.39418,-0.135285,0.0596189
[0:00:04.700000],17.4727,11.8363,5.89304,0.982764,0.145624,0.109528,0.0348963,0.401588,-0.156177,0.058957
[0:00:04.800000],17.9755,12.5656,6.22315,0.981399,0.149172,0.116346,0.0362209,0.433865,-0.151749,0.0657775
[0:00:04.900000],18.5266,13.3925,6.66766,0.979789,0.152894,0.12417,0.0382653,0.436088,-0.170928,0.0730706
[0:00:05],19.1735,14.0851,7.18304,0.978083,0.15737,0.130993,0.0409233,0.456376,-0.195333,0.0863495
[0:00:05.100000],19.7009,14.9043,7.6819,0.976359,0.160674,0.138843,0.043304,0.467471,-0.203279,0.0976312
[0:00:05.200000],20.3149,15.6268,8.23038,0.974526,0.164646,0.145989,0.0460689,0.494468,-0.193425,0.101784
[0:00:05.300000],20.8442,16.434,8.75574,0.972671,0.167772,0.1538,0.0485256,0.514539,-0.201897,0.0968882
[0:00:05.400000],21.408,17.1203,9.25116,0.970851,0.171256,0.160571,0.0508028,0.521614,-0.231046,0.118218
[0:00:05.500000],22.0918,17.8457,9.76098,0.968743,0.175622,0.167758,0.0528829,0.521909,-0.23966,0.119678
[0:00:05.600000],22.8009,18.5495,10.2545,0.966565,0.180164,0.174766,0.0547312,0.557076,-0.2371,0.131861
[0:00:05.700000],23.5084,19.1875,10.8582,0.964355,0.184508,0.181413,0.0575373,0.550462,-0.26828,0.130732
[0:00:05.800000],24.1821,19.8579,11.3776,0.962143,0.188582,0.188197,0.0595375,0.562162,-0.26762,0.142266
[0:00:05.900000],24.8188,20.4657,11.9154,0.960011,0.192309,0.194484,0.0617896,0.571632,-0.265952,0.140884
[0:00:06],25.505,21.1405,12.5426,0.957605,0.196134,0.201519,0.0644868,0.590758,-0.285113,0.150831
[0:00:06.100000],26.2586,21.8563,13.1343,0.954989,0.200434,0.208888,0.0665823,0.607022,-0.29443,0.163891
[0:00:06.200000],26.9723,22.4914,13.7652,0.952472,0.204342,0.215651,0.0691451,0.627906,-0.312148,0.168159
[0:00:06.300000],27.7441,23.1124,14.2774,0.949889,0.208887,0.222136,0.070549,0.64455,-0.32723,0.177593
[0:00:06.400000],28.6212,23.6696,14.8891,0.947088,0.214119,0.228363,0.0726158,0.649448,-0.348413,0.201911
[0:00:06.500000],29.3662,24.2485,15.5223,0.944433,0.218095,0.234743,0.0749755,0.657094,-0.343758,0.203568
[0:00:06.600000],30.1488,24.9006,16.187,0.941527,0.222102,0.241818,0.077242,0.689355,-0.349143,0.222201
[0:00:06.700000],31.0311,25.3638,16.8571,0.93865,0.227132,0.247468,0.0797037,0.677449,-0.37307,0.216746
[0:00:06.800000],31.9563,25.8975,17.6003,0.935472,0.232139,0.25389,0.0823895,0.699275,-0.395345,0.23517
[0:00:06.900000],32.8492,26.5019,18.3658,0.932178,0.236595,0.260927,0.0850258,0.70758,-0.384882,0.239512
[0:00:07],33.7905,27.0286,19.0477,0.928905,0.241669,0.267233,0.0869629,0.732756,-0.403108,0.257313
[0:00:07.100000],34.7649,27.4521,19.7374,0.925657,0.247096,0.272791,0.0890646,0.740243,-0.419192,0.266181
[0:00:07.200000],35.7327,27.9109,20.5081,0.922249,0.252111,0.278829,0.0916304,0.742512,-0.442021,0.28322
[0:00:07.300000],36.7311,28.4271,21.3829,0.918544,0.256885,0.285604,0.0946719,0.756863,-0.427548,0.289685
[0:00:07.400000],37.7679,28.9309,22.2472,0.914718,0.261893,0.292326,0.0974396,0.763418,-0.461255,0.307655
[0:00:07.500000],38.72,29.3113,23.0257,0.911286,0.266609,0.297864,0.100003,0.763724,-0.45363,0.317285
[0:00:07.600000],39.7476,29.8258,23.7982,0.907433,0.271526,0.304507,0.101786,0.766651,-0.474694,0.327345
[0:00:07.700000],40.8471,30.317,24.5564,0.903402,0.276988,0.311024,0.10321,0.78347,-0.492277,0.34435
[0:00:07.800000],41.8111,30.7143,25.254,0.89984,0.281672,0.316585,0.104722,0.804825,-0.506699,0.354064
[0:00:07.900000],42.9876,31.1392,26.0718,0.895555,0.287517,0.322868,0.106381,0.78775,-0.52532,0.375832
[0:00:08],44.1442,31.5517,26.9941,0.891177,0.292819,0.329338,0.10882,0.802565,-0.528766,0.385176
[0:00:08.100000],45.2895,31.8613,27.7576,0.887063,0.298651,0.334671,0.110304,0.825777,-0.527747,0.394031
[0:00:08.200000],46.2768,32.1767,28.4696,0.883352,0.303303,0.339789,0.11173,0.834289,-0.557516,0.418682
[0:00:08.300000],47.4436,32.4923,29.2374,0.879064,0.30908,0.345259,0.112953,0.834306,-0.570311,0.433433
[0:00:08.400000],48.6017,32.7703,29.9829,0.874813,0.314867,0.35042,0.114067,0.827588,-0.577681,0.444662
[0:00:08.500000],47.3625,31.324,29.5593,0.88044,0.310864,0.337651,0.120126,0.801187,-0.577857,0.419266
[0:00:08.600000],46.3757,29.7619,29.2542,0.885293,0.308587,0.324458,0.126519,0.798459,-0.578492,0.396105
[0:00:08.700000],45.3423,28.3137,28.9449,0.890036,0.305466,0.311868,0.132337,0.773309,-0.578688,0.377228
[0:00:08.800000],44.4194,26.9882,28.723,0.894151,0.302482,0.300401,0.137862,0.744517,-0.573036,0.368287
[0:00:08.900000],43.5176,25.6714,28.6574,0.897911,0.29912,0.289311,0.144327,0.735088,-0.588327,0.338466
[0:00:09],42.5368,24.3769,28.6615,0.901652,0.294817,0.278339,0.151268,0.695818,-0.587166,0.325965
[0:00:09.100000],41.5925,23.0106,28.5789,0.905355,0.291112,0.26652,0.157483,0.701082,-0.561931,0.310085
[0:00:09.200000],40.6723,21.8097,28.5355,0.908693,0.286995,0.255974,0.163206,0.672245,-0.558869,0.286128
[0:00:09.300000],39.8935,20.5693,28.4669,0.911641,0.284083,0.245164,0.168373,0.658957,-0.581601,0.272517
[0:00:09.400000],39.023,19.4002,28.4434,0.914599,0.280101,0.234788,0.173704,0.623119,-0.557673,0.273994
[0:00:09.500000],38.2663,18.2155,28.5863,0.91693,0.27668,0.224777,0.180026,0.611542,-0.561162,0.258847
[0:00:09.600000],37.6244,17.1405,28.8173,0.918676,0.273721,0.21593,0.186366,0.595374,-0.56833,0.241507
[0:00:09.700000],36.8089,16.1886,28.9846,0.920781,0.269183,0.207534,0.192039,0.581839,-0.566515,0.235999
[0:00:09.800000],36.1771,14.9855,29.2185,0.92235,0.266603,0.197555,0.198527,0.57614,-0.563956,0.228506
[0:00:09.900000],35.48,14.0441,29.4291,0.92391,0.262903,0.189397,0.204075,0.542778,-0.557729,0.212844
[0:00:10],34.8277,13.0372,29.7538,0.925092,0.259543,0.180996,0.210546,0.528379,-0.536399,0.207076
[0:00:10.100000],34.1451,12.1399,30.0637,0.926245,0.255715,0.173305,0.216544,0.530184,-0.55084,0.194874
[0:00:10.200000],33.4918,11.2245,30.2842,0.927421,0.252313,0.165266,0.221725,0.495009,-0.540006,0.172669
[0:00:10.300000],32.9456,10.3799,30.6375,0.928014,0.249431,0.158237,0.227554,0.470884,-0.521965,0.169501
[0:00:10.400000],32.3377,9.5045,30.9799,0.928684,0.246165,0.150763,0.233376,0.47909,-0.531312,0.167017
[0:00:10.500000],31.7256,8.61961,31.3922,0.929133,0.242825,0.143299,0.239706,0.446688,-0.52622,0.151792
[0:00:10.600000],31.2017,7.81059,31.7412,0.929448,0.240127,0.136441,0.245144,0.44437,-0.51229,0.145594
[0:00:10.700000],30.6564,7.0205,32.215,0.929464,0.237094,0.129905,0.251501,0.429231,-0.513591,0.140987
[0:00:10.800000],30.1937,6.26875,32.6647,0.92929,0.234705,0.123763,0.257412,0.410767,-0.511653,0.147886
[0:00:10.900000],29.7563,5.50568,33.0733,0.929085,0.232631,0.117467,0.262927,0.387998,-0.501546,0.140102
[0:00:11],29.3946,4.7398,33.5199,0.92857,0.231176,0.11137,0.268622,0.385365,-0.490684,0.128515
[0:00:11.100000],28.9837,4.0858,33.9931,0.92806,0.229054,0.106082,0.274281,0.367637,-0.506233,0.120967
[0:00:11.200000],28.5829,3.52751,34.4764,0.927482,0.226798,0.101579,0.279759,0.373906,-0.503661,0.115149
[0:00:11.300000],28.0874,2.87328,34.9175,0.927101,0.224096,0.0959558,0.285134,0.354143,-0.491785,0.122209
[0:00:11.400000],27.7344,2.233,35.5213,0.925978,0.222418,0.0910862,0.291623,0.344566,-0.487738,0.107291
[0:00:11.500000],27.3719,1.67221,35.9752,0.925232,0.220616,0.0865168,0.296703,0.31568,-0.499498,0.11158
[0:00:11.600000],27.0138,1.26022,36.4929,0.924346,0.21844,0.0832558,0.301962,0.31722,-0.478583,0.099834
[0:00:11.700000],26.7132,0.655568,37.1039,0.922945,0.217214,0.0787505,0.308274,0.323087,-0.469893,0.109024
[0:00:11.800000],26.3727,0.16502,37.601,0.921939,0.215478,0.0748197,0.313439,0.31007,-0.482974,0.102653
[0:00:11.900000],26.0475,-0.404684,38.2226,0.920461,0.214041,0.0705065,0.319705,0.279985,-0.474943,0.0982726
[0:00:12],25.6445,-0.792318,38.9088,0.91901,0.211479,0.0675318,0.326163,0.271267,-0.473465,0.0927072
[0:00:12.100000],25.3149,-1.16455,39.5537,0.917497,0.209523,0.0647836,0.332186,0.274903,-0.459985,0.0970474
[0:00:12.200000],24.9433,-1.51435,40.2062,0.916005,0.207199,0.0620801,0.338222,0.260377,-0.481643,0.0868564
[0:00:12.300000],24.4874,-1.99442,40.7946,0.914704,0.204652,0.0579369,0.343979,0.264636,-0.478765,0.0899894
[0:00:12.400000],24.2142,-2.34054,41.521,0.912713,0.203141,0.055634,0.350482,0.250116,-0.472499,0.0972058
[0:00:12.500000],23.8133,-2.68627,42.239,0.910919,0.200653,0.0529013,0.356947,0.230172,-0.461977,0.0842885
[0:00:12.600000],23.4739,-2.97724,42.8775,0.90926,0.198558,0.0506281,0.362632,0.248293,-0.45902,0.0795825
[0:00:12.700000],23.111,-3.28163,43.4225,0.907886,0.19639,0.0479875,0.367581,0.228217,-0.455049,0.0817437
[0:00:12.800000],22.7283,-3.54645,44.12,0.906048,0.193907,0.0458322,0.373658,0.235017,-0.460215,0.0819033
[0:00:12.900000],22.4299,-3.91945,44.7728,0.904069,0.192485,0.0429911,0.379479,0.208501,-0.459648,0.0846329
[0:00:13],22.247,-4.21685,45.4972,0.901682,0.191737,0.0412382,0.385682,0.212845,-0.444659,0.078819
[0:00:13.100000],21.969,-4.47791,46.1154,0.899802,0.19019,0.0392621,0.391007,0.202565,-0.450546,0.0674926
[0:00:13.200000],21.6858,-4.6904,46.7091,0.898026,0.188474,0.037593,0.396052,0.21016,-0.427368,0.0753973
[0:00:13.300000],21.4739,-4.93451,47.3646,0.895853,0.187424,0.0360071,0.40158,0.184979,-0.431622,0.0802333
[0:00:13.400000],21.1765,-5.16698,48.1152,0.893455,0.185663,0.0343507,0.407838,0.187956,-0.451761,0.0764277
[0:00:13.500000],20.9404,-5.35917,48.7906,0.891222,0.184288,0.033087,0.413414,0.19603,-0.43598,0.0674282
[0:00:13.600000],20.7226,-5.67096,49.4405,0.888891,0.183504,0.0308981,0.418915,0.183106,-0.425666,0.0702332
[0:00:13.700000],20.405,-5.91946,50.0521,0.886887,0.181763,0.0287633,0.424041,0.171345,-0.444762,0.0732235
[0:00:13.800000],20.2947,-6.1197,50.7685,0.88418,0.181451,0.027927,0.429844,0.170555,-0.420989,0.0673472
[0:00:13.900000],20.105,-6.27257,51.4011,0.881928,0.180391,0.0270212,0.434944,0.158198,-0.424392,0.0734394
[0:00:14],19.9004,-6.36037,52.0684,0.879606,0.178985,0.0266052,0.440221,0.150571,-0.417886,0.0726889
[0:00:14.100000],19.7922,-6.5651,52.7392,0.876958,0.178763,0.02565,0.445618,0.144213,-0.425873,0.0638247
[0:00:14.200000],19.517,-6.70115,53.3961,0.874665,0.177027,0.0245435,0.450849,0.14692,-0.437645,0.070596
[0:00:14.300000],19.2867,-6.85416,54.097,0.872074,0.175707,0.0235324,0.456403,0.149334,-0.418089,0.0649288
[0:00:14.400000],19.1083,-6.94035,54.7646,0.869576,0.174547,0.0231764,0.461603,0.13838,-0.435313,0.0649375
[0:00:14.500000],18.8489,-7.05229,55.4706,0.866982,0.172878,0.0223385,0.467119,0.132352,-0.437333,0.0669364
[0:00:14.600000],18.7162,-7.24852,56.2004,0.863966,0.172511,0.021396,0.472852,0.108202,-0.429771,0.0508528
[0:00:14.700000],18.5205,-7.4366,56.9876,0.860774,0.171646,0.0203344,0.478996,0.130215,-0.43424,0.0587138
[0:00:14.800000],18.4602,-7.57594,57.6016,0.858123,0.171648,0.0199433,0.483744,0.108883,-0.417279,0.0503227
[0:00:14.900000],18.3524,-7.60946,58.314,0.855221,0.170855,0.0202969,0.48912,0.112697,-0.418415,0.0508446
[0:00:15],18.2428,-7.60138,58.9746,0.85256,0.169886,0.0208699,0.494054,0.0950146,-0.41357,0.0596316
[0:00:15.100000],18.0463,-7.74914,59.763,0.849257,0.168904,0.0200725,0.500076,0.0977079,-0.416092,0.0611584
[0:00:15.200000],17.9656,-7.87636,60.3737,0.846546,0.168738,0.0196655,0.504722,0.103259,-0.411009,0.0623577
[0:00:15.300000],17.7959,-7.82569,61.1237,0.843535,0.16714,0.0203916,0.510237,0.0793553,-0.423147,0.0616469
[0:00:15.400000],17.7119,-7.84111,61.7871,0.840671,0.16647,0.0208667,0.51514,0.082995,-0.414428,0.0538537
[0:00:15.500000],17.5573,-7.82071,62.5814,0.837328,0.165102,0.0214679,0.520966,0.0743755,-0.415129,0.0632514
[0:00:15.600000],17.4606,-7.87039,63.3835,0.833741,0.164465,0.0218125,0.526873,0.0770566,-0.416063,0.0505323
[0:00:15.700000],17.2699,-7.85958,64.0421,0.830985,0.162906,0.021952,0.531684,0.091953,-0.438375,0.0598394
[0:00:15.800000],17.2394,-7.8322,64.7297,0.827856,0.162427,0.0229868,0.536645,0.0662424,-0.420497,0.047841
[0:00:15.900000],17.0826,-7.941,65.4192,0.824703,0.161656,0.0224291,0.541732,0.077484,-0.409345,0.0524778
[0:00:16],16.9331,-8.08559,66.1563,0.821238,0.161105,0.0217045,0.547163,0.0792575,-0.421297,0.0552927
[0:00:16.100000],16.8943,-8.1167,66.7936,0.818199,0.16085,0.0221882,0.551751,0.054489,-0.420451,0.0486411
[0:00:16.200000],16.7507,-8.09628,67.5194,0.814914,0.159589,0.0226557,0.556936,0.0699174,-0.428222,0.0511706
[0:00:16.300000],16.6012,-8.22386,68.2893,0.811206,0.158983,0.0220784,0.562517,0.0641733,-0.414245,0.0426145
[0:00:16.400000],16.498,-8.26663,68.945,0.808065,0.158332,0.0221711,0.567199,0.0409124,-0.421966,0.0549055
[0:00:16.500000],16.4934,-8.33658,69.5822,0.80482,0.158512,0.0225292,0.57173,0.0499583,-0.418542,0.0416851
[0:00:16.600000],16.4036,-8.3471,70.4014,0.800823,0.157771,0.0231348,0.577494,0.0404994,-0.434015,0.0535994
[0:00:16.700000],16.175,-8.4211,71.0708,0.797658,0.156408,0.0223723,0.582255,0.0441654,-0.432616,0.051454
[0:00:16.800000],16.066,-8.33612,71.7197,0.794601,0.1551,0.0232974,0.586732,0.0201201,-0.409566,0.040897
[0:00:16.900000],15.8943,-8.29188,72.4507,0.791127,0.153541,0.0237097,0.591798,0.0167337,-0.414009,0.0386918
[0:00:17],15.8332,-8.22564,73.2269,0.787263,0.152621,0.0248924,0.597117,0.0346625,-0.426161,0.0515484
[0:00:17.100000],15.7476,-8.28756,74.0502,0.782991,0.152171,0.0251089,0.602812,0.0354851,-0.436172,0.0392106
[0:00:17.200000],15.6145,-8.28059,74.7861,0.779289,0.151066,0.0254274,0.607853,0.00325686,-0.406313,0.0405873
[0:00:17.300000],15.4182,-8.30373,75.573,0.775326,0.149681,0.0252552,0.613247,0.0133553,-0.42299,0.0376001
[0:00:17.400000],15.351,-8.3077,76.3247,0.771369,0.14908,0.0258467,0.618337,0.0248224,-0.422784,0.0533541
[0:00:17.500000],15.3532,-8.28657,77.1046,0.767166,0.148804,0.0270163,0.623561,0.00425215,-0.420088,0.0535566
[0:00:17.600000],15.1986,-8.31131,77.848,0.763275,0.147728,0.0269658,0.628573,0.00748707,-0.430923,0.0496789
[0:00:17.700000],15.0514,-8.31906,78.6346,0.759122,0.146607,0.0271135,0.633837,-0.00668488,-0.40985,0.047631
[0:00:17.800000],14.9463,-8.20191,79.4021,0.755135,0.145092,0.0282927,0.638877,-0.00154874,-0.417693,0.0478539
[0:00:17.900000],14.8268,-8.09806,80.1923,0.750986,0.143539,0.0293116,0.644051,-0.0129381,-0.431205,0.0442068
[0:00:18],14.8472,-8.0479,80.9942,0.746495,0.143186,0.0307629,0.649262,-0.0103623,-0.415098,0.0352059
[0:00:18.100000],14.8154,-8.00733,81.7112,0.742506,0.142558,0.0317439,0.65391,0.00138623,-0.41447,0.0389985
[0:00:18.200000],14.7232,-8.00493,82.3442,0.739,0.141773,0.0320176,0.658027,-0.0121832,-0.428434,0.0330331
[0:00:18.300000],14.5955,-7.83415,82.9994,0.735584,0.139801,0.0332028,0.662203,-0.0291893,-0.412975,0.0434294
[0:00:18.400000],14.4876,-7.74073,83.6528,0.732037,0.138387,0.0339778,0.666379,-0.034654,-0.4122,0.0368881
[0:00:18.500000],14.4434,-7.71443,84.4485,0.727476,0.137716,0.0348484,0.671448,-0.0359691,-0.42179,0.0368196
[0:00:18.600000],14.2657,-7.76024,85.2471,0.722938,0.136615,0.034465,0.676575,-0.0242492,-0.422814,0.0406181
[0:00:18.700000],14.2247,-7.70459,85.894,0.719221,0.135836,0.0353468,0.680636,-0.0191364,-0.419168,0.046482
[0:00:18.800000],14.0729,-7.69791,86.6318,0.71501,0.13462,0.0353554,0.685297,-0.0399559,-0.428894,0.0441161
[0:00:18.900000],13.9936,-7.55669,87.2969,0.711276,0.133086,0.0365494,0.689408,-0.0530158,-0.424592,0.030222
[0:00:19],13.9434,-7.42605,87.9534,0.707521,0.131787,0.0378264,0.69344,-0.0283553,-0.405937,0.0300291
[0:00:19.100000],13.8583,-7.25437,88.7507,0.702972,0.129969,0.0392928,0.698312,-0.0537038,-0.425595,0.039862
[0:00:19.200000],13.764,-7.10467,89.5056,0.69863,0.128229,0.040496,0.702907,-0.0494025,-0.411575,0.0326859
[0:00:19.300000],13.6524,-6.90821,90.1427,0.695053,0.126131,0.0417289,0.70675,-0.0571687,-0.411993,0.029625
[0:00:19.400000],13.6282,-6.83961,90.7777,0.691227,0.125333,0.0426971,0.710575,-0.0488999,-0.419737,0.0373825
[0:00:19.500000],13.6846,-6.67852,91.4306,0.687284,0.124435,0.0447415,0.714422,-0.0463521,-0.407397,0.0324697
[0:00:19.600000],13.6045,-6.59298,92.1111,0.683208,0.123161,0.045495,0.718493,-0.0588463,-0.407371,0.0335007
[0:00:19.700000],13.6128,-6.43115,92.8171,0.678936,0.121921,0.0472778,0.722628,-0.0691625,-0.421137,0.0317582
[0:00:19.800000],13.5585,-6.29433,93.532,0.67462,0.120447,0.0485096,0.726823,-0.0462205,-0.427913,0.0267021
[0:00:19.900000],13.4914,-6.14455,94.1763,0.670752,0.118836,0.0496465,0.730581,-0.0593687,-0.416287,0.0369577
[0:00:20],13.4407,-6.11591,94.945,0.66592,0.118024,0.0502866,0.735076,-0.0716891,-0.412332,0.0241274
[0:00:20.100000],13.4795,-6.11126,95.6724,0.661205,0.117896,0.0513117,0.73927,-0.0527486,-0.404625,0.0369098
[0:00:20.200000],13.38,-6.07962,96.2974,0.657298,0.116842,0.0514934,0.742899,-0.0643455,-0.425849,0.0409694
[0:00:20.300000],13.2557,-5.90368,96.9973,0.653059,0.114683,0.0524123,0.746899,-0.0836303,-0.422846,0.0404044
[0:00:20.400000],13.2709,-5.86864,97.725,0.648325,0.114207,0.0534402,0.751012,-0.062209,-0.398277,0.0394275
[0:00:20.500000],13.3777,-5.74297,98.4842,0.643362,0.11363,0.0556141,0.755199,-0.0938403,-0.403244,0.0383564
[0:00:20.600000],13.385,-5.65472,99.1379,0.639128,0.112773,0.0568086,0.758825,-0.0931012,-0.422628,0.0320122
[0:00:20.700000],13.4323,-5.57829,99.867,0.634321,0.112167,0.0582691,0.762827,-0.0890271,-0.42883,0.030977
[0:00:20.800000],13.3916,-5.42264,100.566,0.629859,0.110555,0.0595466,0.766651,-0.0929148,-0.405253,0.0265922
[0:00:20.900000],13.3886,-5.38813,101.229,0.625452,0.109962,0.0603557,0.770272,-0.0824886,-0.406497,0.0223748
[0:00:21],13.4276,-5.24473,101.891,0.621102,0.108863,0.0620411,0.773806,-0.101542,-0.412947,0.0375654
[0:00:21.100000],13.4665,-5.18498,102.482,0.617126,0.10835,0.0631922,0.776959,-0.103372,-0.423577,0.0398284
[0:00:21.200000],13.4941,-5.07278,103.114,0.612922,0.107389,0.0645846,0.780299,-0.0932429,-0.414013,0.0228627
[0:00:21.300000],13.5344,-4.97716,103.854,0.607934,0.106535,0.0660663,0.784185,-0.114774,-0.401301,0.0372884
[0:00:21.400000],13.4433,-4.84089,104.514,0.603632,0.104744,0.0667795,0.787681,-0.104042,-0.424893,0.0213402
[0:00:21.500000],13.4276,-4.64915,105.213,0.599029,0.102939,0.068323,0.791292,-0.108276,-0.428414,0.0266834
[0:00:21.600000],13.5177,-4.57009,105.802,0.594955,0.10251,0.0698915,0.794279,-0.0987825,-0.410983,0.0373175
