time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z
[0:02:11.100000],14.1578,-1.41679,-76.0065,-0.783017,-0.0895448,0.0855187,0.609751,-0.177618,-0.404066,0.0247439
[0:02:11.200000],14.2133,-1.3212,-75.4677,-0.785777,-0.0908337,0.084736,0.606108,-0.184373,-0.409592,0.0326325
[0:02:11.300000],14.2421,-1.23372,-74.9851,-0.788248,-0.0918496,0.083904,0.602853,-0.195298,-0.397698,0.0360192
[0:02:11.400000],14.3455,-1.07878,-74.4726,-0.790762,-0.09375,0.082966,0.599389,-0.192655,-0.408553,0.0389746
[0:02:11.500000],14.4055,-0.934392,-73.9758,-0.793217,-0.0952772,0.0818731,0.596045,-0.212352,-0.383334,0.0354074
[0:02:11.600000],14.4453,-0.749499,-73.5634,-0.795212,-0.0968069,0.0804547,0.593327,-0.191792,-0.405259,0.0374884
[0:02:11.700000],14.4277,-0.643991,-73.2537,-0.796762,-0.0974472,0.0793698,0.591285,-0.2035,-0.391479,0.0276865
[0:02:11.800000],14.5163,-0.449081,-72.9304,-0.79823,-0.0992909,0.0781933,0.589151,-0.204493,-0.39335,0.0312758
[0:02:11.900000],14.6699,-0.335756,-72.5443,-0.800005,-0.101206,0.0778535,0.586457,-0.207093,-0.387158,0.0406049
[0:02:12],14.8372,-0.212266,-72.2641,-0.801208,-0.103197,0.0775962,0.584499,-0.230389,-0.383759,0.0351127
[0:02:12.100000],14.9866,-0.0593697,-71.9469,-0.802586,-0.105234,0.0769986,0.58232,-0.218138,-0.379871,0.0321151
[0:02:12.200000],15.0448,0.134698,-71.6798,-0.803757,-0.106804,0.0756869,0.580588,-0.233855,-0.377007,0.0251174
[0:02:12.300000],15.0932,0.24467,-71.4097,-0.805003,-0.107878,0.0749069,0.578761,-0.214907,-0.383254,0.040236
[0:02:12.400000],15.1856,0.466877,-71.0169,-0.806742,-0.109899,0.0734356,0.576143,-0.23703,-0.378151,0.0296929
[0:02:12.500000],15.2253,0.65981,-70.6336,-0.80849,-0.111389,0.0719044,0.573594,-0.234334,-0.379666,0.0344241
[0:02:12.600000],15.3455,0.790704,-70.2698,-0.810095,-0.113116,0.0712227,0.57107,-0.223688,-0.389128,0.0295727
[0:02:12.700000],15.4424,0.819158,-69.9215,-0.811711,-0.114159,0.0711574,0.568571,-0.223313,-0.370187,0.0395497
[0:02:12.800000],15.448,0.905492,-69.5552,-0.813456,-0.114851,0.0702062,0.56605,-0.218206,-0.371008,0.0421613
[0:02:12.900000],15.514,1.01373,-69.2453,-0.814839,-0.11604,0.0694494,0.563909,-0.230965,-0.365823,0.0365787
[0:02:13],15.5963,1.2393,-68.9474,-0.816052,-0.117908,0.0679419,0.561948,-0.234536,-0.374938,0.0377091
[0:02:13.100000],15.6803,1.50547,-68.7099,-0.816926,-0.119942,0.0662062,0.560452,-0.245883,-0.372656,0.0288121
[0:02:13.200000],15.687,1.60444,-68.4062,-0.818325,-0.120645,0.0652125,0.558372,-0.246232,-0.360611,0.0400583
[0:02:13.300000],15.777,1.78651,-68.0804,-0.819673,-0.122351,0.0640002,0.55616,-0.240797,-0.376806,0.0317243
[0:02:13.400000],15.842,1.89113,-67.9159,-0.820318,-0.123412,0.0633882,0.555043,-0.220784,-0.371045,0.0360574
[0:02:13.500000],15.9708,1.94317,-67.7501,-0.82094,-0.124675,0.0634578,0.553832,-0.231412,-0.369901,0.0378006
[0:02:13.600000],15.9358,2.03512,-67.4688,-0.822262,-0.125019,0.062321,0.551919,-0.243235,-0.362829,0.0425689
[0:02:13.700000],15.923,2.02405,-67.2952,-0.82312,-0.124968,0.0621499,0.55067,-0.227498,-0.353522,0.0328577
[0:02:13.800000],16.0432,2.12773,-67.0105,-0.824271,-0.12648,0.0616666,0.548654,-0.254071,-0.349355,0.0475966
[0:02:13.900000],16.2398,2.1307,-66.7359,-0.825362,-0.128057,0.0622796,0.546574,-0.241629,-0.333484,0.034697
[0:02:14],16.4066,2.26452,-66.5726,-0.825842,-0.129979,0.0619229,0.545434,-0.257911,-0.332771,0.0342575
[0:02:14.100000],16.4968,2.26453,-66.3081,-0.826997,-0.130773,0.0620504,0.543478,-0.232887,-0.359976,0.0326887
[0:02:14.200000],16.4728,2.25855,-66.1534,-0.827762,-0.130655,0.0618037,0.542368,-0.245137,-0.355243,0.0497783
[0:02:14.300000],16.5686,2.289,-65.9586,-0.828548,-0.131594,0.0618123,0.540938,-0.248939,-0.339991,0.0441693
[0:02:14.400000],16.6906,2.32402,-65.6926,-0.829631,-0.132784,0.0618261,0.538982,-0.246681,-0.342939,0.0440695
[0:02:14.500000],16.6882,2.28441,-65.5175,-0.830489,-0.132677,0.0619001,0.537677,-0.252315,-0.331311,0.0410401
[0:02:14.600000],16.7439,2.44084,-65.3609,-0.831028,-0.133891,0.0608407,0.536663,-0.264419,-0.343866,0.0355072
[0:02:14.700000],16.8188,2.47192,-65.2578,-0.831397,-0.134632,0.0608439,0.535905,-0.245933,-0.341631,0.0504323
[0:02:14.800000],16.8851,2.53921,-65.1194,-0.831908,-0.135498,0.0605005,0.534932,-0.259957,-0.330089,0.0380607
[0:02:14.900000],17.0572,2.51586,-65.0144,-0.832213,-0.136695,0.0613483,0.534055,-0.246387,-0.312883,0.0441677
[0:02:15],17.0628,2.59432,-64.939,-0.832491,-0.137138,0.060712,0.533582,-0.241479,-0.328461,0.0359541
[0:02:15.100000],17.024,2.70272,-64.8119,-0.833035,-0.137422,0.0595885,0.532785,-0.251247,-0.321075,0.0354123
[0:02:15.200000],17.1262,2.6704,-64.7093,-0.833417,-0.13807,0.0601759,0.531954,-0.259989,-0.3071,0.049948
[0:02:15.300000],17.2628,2.66948,-64.613,-0.833699,-0.13911,0.0606996,0.531181,-0.255305,-0.296253,0.0479046
[0:02:15.400000],17.3048,2.68226,-64.4169,-0.834545,-0.139578,0.0605622,0.529744,-0.257585,-0.302626,0.0389767
[0:02:15.500000],17.3391,2.6495,-64.3816,-0.834695,-0.139696,0.0609171,0.529436,-0.266335,-0.296307,0.0398009
[0:02:15.600000],17.453,2.67919,-64.3618,-0.834621,-0.140672,0.0612019,0.529261,-0.266123,-0.287514,0.0511599
[0:02:15.700000],17.582,2.61482,-64.2911,-0.834844,-0.141356,0.0621813,0.528612,-0.253573,-0.288515,0.055632
[0:02:15.800000],17.719,2.67562,-64.1561,-0.835244,-0.142704,0.0621999,0.527615,-0.25648,-0.296513,0.0498107
[0:02:15.900000],17.7972,2.60115,-64.0189,-0.835842,-0.143011,0.0629343,0.526496,-0.24844,-0.284647,0.0473017
[0:02:16],17.81,2.52966,-63.9158,-0.836362,-0.142836,0.063388,0.525662,-0.248405,-0.29397,0.0409687
[0:02:16.100000],17.8537,2.59405,-63.8118,-0.836728,-0.143504,0.0629863,0.524946,-0.26602,-0.285952,0.0557762
[0:02:16.200000],17.8064,2.5136,-63.829,-0.836779,-0.142785,0.063381,0.525014,-0.246427,-0.276336,0.0451491
[0:02:16.300000],17.891,2.4575,-63.7086,-0.837274,-0.143216,0.0640292,0.524028,-0.259856,-0.289655,0.0453773
[0:02:16.400000],17.8399,2.35197,-63.5985,-0.837932,-0.142427,0.0644329,0.523141,-0.263283,-0.278455,0.0468616
[0:02:16.500000],17.9146,2.36515,-63.5585,-0.83801,-0.143055,0.0646271,0.52282,-0.250175,-0.272001,0.053313
[0:02:16.600000],17.9559,2.31272,-63.5333,-0.838119,-0.143135,0.065169,0.522557,-0.27117,-0.285576,0.0519734
[0:02:16.700000],17.9868,2.24606,-63.5791,-0.837929,-0.143034,0.0658565,0.522803,-0.25805,-0.280305,0.0480675
[0:02:16.800000],17.8898,2.12319,-63.6021,-0.838049,-0.141757,0.0663445,0.522896,-0.266541,-0.274022,0.0527177
[0:02:16.900000],17.9174,2.0187,-63.5811,-0.8382,-0.141499,0.067211,0.522614,-0.246635,-0.263025,0.0462727
[0:02:17],17.892,2.01924,-63.634,-0.837989,-0.141284,0.0671566,0.523017,-0.254133,-0.251678,0.0471748
[0:02:17.100000],17.8417,1.91796,-63.6758,-0.837945,-0.140433,0.067721,0.523243,-0.259378,-0.249152,0.0530118
[0:02:17.200000],17.8398,1.68396,-63.6358,-0.838324,-0.139384,0.0693799,0.522699,-0.243685,-0.250137,0.0486068
[0:02:17.300000],17.8206,1.57717,-63.5779,-0.838698,-0.138795,0.0700053,0.522172,-0.250919,-0.242936,0.0506508
[0:02:17.400000],17.9441,1.48876,-63.5831,-0.838597,-0.139296,0.071223,0.522037,-0.243795,-0.225286,0.0468786
[0:02:17.500000],17.9372,1.37646,-63.6763,-0.838271,-0.138679,0.0721281,0.5226,-0.253566,-0.237211,0.0470392
[0:02:17.600000],17.8798,1.19025,-63.6514,-0.838603,-0.137431,0.0732015,0.522248,-0.250712,-0.230054,0.055573
[0:02:17.700000],17.9599,1.07995,-63.684,-0.838445,-0.137496,0.0744141,0.522313,-0.248914,-0.231274,0.0473608
[0:02:17.800000],17.9733,1.01406,-63.7408,-0.838222,-0.137258,0.0750258,0.522647,-0.256228,-0.21252,0.0422857
[0:02:17.900000],18.027,0.933019,-63.7167,-0.83833,-0.137299,0.0758359,0.522344,-0.248365,-0.222026,0.0529292
[0:02:18],18.0822,0.688432,-63.7894,-0.838122,-0.136543,0.0779654,0.522562,-0.239877,-0.212523,0.0409022
[0:02:18.100000],17.9853,0.438735,-63.8009,-0.838374,-0.134691,0.0793652,0.522429,-0.244723,-0.229544,0.0497372
[0:02:18.200000],17.9922,0.239402,-63.8213,-0.838421,-0.13382,0.0808794,0.522345,-0.266085,-0.208791,0.0562854
[0:02:18.300000],17.9984,0.0546501,-63.9558,-0.837935,-0.132927,0.0824155,0.523112,-0.239036,-0.197605,0.0434328
[0:02:18.400000],17.8956,-0.0191365,-63.9946,-0.83793,-0.131811,0.0825305,0.523384,-0.259062,-0.205481,0.0434902
[0:02:18.500000],17.836,-0.214582,-64.1322,-0.837508,-0.130382,0.0838436,0.524208,-0.261924,-0.184346,0.0544074
[0:02:18.600000],17.7228,-0.342188,-64.1209,-0.837777,-0.128979,0.0842455,0.524061,-0.263724,-0.206144,0.0499698
[0:02:18.700000],17.7614,-0.507149,-64.0865,-0.838004,-0.128531,0.0855882,0.52359,-0.233766,-0.186821,0.0519046
[0:02:18.800000],17.836,-0.628381,-64.1151,-0.837872,-0.1285,0.0868464,0.523602,-0.242473,-0.178715,0.0545194
[0:02:18.900000],17.8458,-0.721739,-64.2108,-0.837487,-0.128071,0.0876798,0.524184,-0.255821,-0.186868,0.0524539
[0:02:19],17.8627,-0.952165,-64.2317,-0.837526,-0.127121,0.0894619,0.524052,-0.253861,-0.17053,0.0496709
[0:02:19.100000],17.7632,-1.16901,-64.2946,-0.837489,-0.125347,0.0906573,0.524332,-0.235245,-0.193207,0.0479848
[0:02:19.200000],17.8099,-1.35848,-64.4542,-0.836828,-0.124689,0.0924264,0.525235,-0.250026,-0.162101,0.0559337
[0:02:19.300000],17.8737,-1.60153,-64.6471,-0.836027,-0.123875,0.094697,0.526299,-0.237177,-0.169718,0.0398372
[0:02:19.400000],17.8827,-1.73586,-64.7678,-0.835545,-0.123218,0.0958453,0.527009,-0.234027,-0.177232,0.0534397
[0:02:19.500000],17.8125,-1.96217,-64.7829,-0.835689,-0.121645,0.0971833,0.526902,-0.235595,-0.167849,0.0533074
[0:02:19.600000],17.8233,-2.19732,-64.8965,-0.835294,-0.120535,0.0990609,0.527434,-0.229808,-0.158522,0.0525917
[0:02:19.700000],17.6452,-2.47302,-64.9791,-0.835257,-0.117884,0.100328,0.527851,-0.243039,-0.166063,0.055189
[0:02:19.800000],17.6577,-2.7508,-65.0281,-0.835172,-0.116638,0.102451,0.527854,-0.236163,-0.152471,0.0539396
[0:02:19.900000],17.5882,-2.90021,-65.2111,-0.834479,-0.11527,0.103398,0.529065,-0.229247,-0.143709,0.0497283
[0:02:20],17.4669,-3.1488,-65.4366,-0.833688,-0.113019,0.104862,0.530507,-0.245542,-0.141441,0.0459533
[0:02:20.100000],17.2992,-3.47331,-65.5055,-0.833696,-0.110212,0.106499,0.53076,-0.235754,-0.148076,0.043439
[0:02:20.200000],17.1769,-3.57912,-65.681,-0.83305,-0.108663,0.106865,0.532018,-0.236804,-0.130383,0.0429166
[0:02:20.300000],17.1397,-3.89957,-65.758,-0.832878,-0.106809,0.109079,0.532214,-0.222854,-0.141497,0.0373978
[0:02:20.400000],16.9497,-4.27147,-65.8201,-0.832929,-0.103612,0.110937,0.532382,-0.224751,-0.14064,0.0531661
[0:02:20.500000],16.8913,-4.48668,-65.8957,-0.83272,-0.102097,0.112286,0.532718,-0.21342,-0.129757,0.0453327
[0:02:20.600000],16.8469,-4.7985,-65.9816,-0.832485,-0.100213,0.114403,0.532992,-0.234164,-0.134568,0.0449811
[0:02:20.700000],16.7745,-5.07382,-66.2182,-0.831552,-0.0981421,0.116253,0.534433,-0.235839,-0.117069,0.0502006
[0:02:20.800000],16.7133,-5.35257,-66.4667,-0.830545,-0.0961157,0.118181,0.535942,-0.231651,-0.107195,0.037439
[0:02:20.900000],16.5957,-5.52486,-66.4923,-0.830583,-0.0944136,0.118889,0.536028,-0.235377,-0.128531,0.0501269
[0:02:21],16.4403,-5.75334,-66.5805,-0.830373,-0.0921031,0.119874,0.536537,-0.228298,-0.109657,0.0536411
[0:02:21.100000],16.4122,-5.99605,-66.745,-0.829701,-0.0905634,0.121614,0.537447,-0.215971,-0.107785,0.0437871
[0:02:21.200000],16.3252,-6.36052,-66.8503,-0.829382,-0.0880708,0.123899,0.537831,-0.226751,-0.117985,0.0537227
[0:02:21.300000],16.2141,-6.61891,-67.0532,-0.828583,-0.0858023,0.125379,0.539084,-0.202728,-0.113123,0.0366436
[0:02:21.400000],16.2203,-6.94416,-67.2119,-0.827914,-0.084102,0.12785,0.539799,-0.215628,-0.0911894,0.047999
[0:02:21.500000],16.1556,-7.25566,-67.3037,-0.827601,-0.0820249,0.129836,0.540125,-0.21962,-0.110556,0.0504684
[0:02:21.600000],15.9881,-7.49238,-67.503,-0.826829,-0.079441,0.130873,0.541442,-0.216454,-0.0905936,0.0543251
[0:02:21.700000],15.9726,-7.79627,-67.5909,-0.826483,-0.0777517,0.133025,0.54169,-0.197541,-0.0837338,0.0540752
[0:02:21.800000],15.7721,-8.03363,-67.7528,-0.825892,-0.0749617,0.133873,0.542776,-0.202926,-0.0825621,0.0443374
[0:02:21.900000],15.6457,-8.31628,-67.9683,-0.824994,-0.0724187,0.135421,0.5441,-0.201949,-0.0833836,0.0377078
[0:02:22],15.4931,-8.69574,-68.2521,-0.823788,-0.0691236,0.137563,0.545816,-0.206363,-0.068986,0.0543011
[0:02:22.100000],15.3249,-9.10158,-68.4471,-0.822998,-0.0656843,0.13975,0.546876,-0.193342,-0.0832943,0.0436006
[0:02:22.200000],15.1409,-9.42716,-68.6729,-0.822046,-0.0624815,0.141299,0.548284,-0.197973,-0.0625401,0.0532939
[0:02:22.300000],15.0857,-9.70829,-68.7699,-0.821624,-0.0605751,0.143072,0.548669,-0.202201,-0.069588,0.0474253
[0:02:22.400000],15.0265,-10.1251,-69.0448,-0.820349,-0.0577388,0.145869,0.550145,-0.19063,-0.0709043,0.0489805
[0:02:22.500000],14.8012,-10.4417,-69.3108,-0.819181,-0.0542132,0.147144,0.551902,-0.198141,-0.0765565,0.0548577
[0:02:22.600000],14.6842,-10.7147,-69.5503,-0.818074,-0.0517056,0.148608,0.55339,-0.200201,-0.0547997,0.0461601
[0:02:22.700000],14.5686,-10.9476,-69.6835,-0.817472,-0.0495422,0.149742,0.554171,-0.203277,-0.0525064,0.0546384
[0:02:22.800000],14.3692,-11.1899,-69.9306,-0.816345,-0.0465822,0.150578,0.55586,-0.204682,-0.0687726,0.0493222
[0:02:22.900000],14.111,-11.4519,-70.1234,-0.815488,-0.0431721,0.151233,0.557214,-0.205138,-0.0620714,0.0579553
[0:02:23],13.8955,-11.7288,-70.3467,-0.81445,-0.0399478,0.152199,0.558708,-0.204744,-0.0412322,0.0551372
[0:02:23.100000],13.7848,-12.15,-70.5497,-0.81344,-0.0367594,0.154665,0.55972,-0.183739,-0.0527657,0.0443205
[0:02:23.200000],13.5551,-12.5112,-70.7362,-0.81254,-0.0330461,0.156114,0.560855,-0.189409,-0.0552946,0.046168
[0:02:23.300000],13.4757,-12.8998,-70.9433,-0.811474,-0.0302243,0.158485,0.561893,-0.203716,-0.0344064,0.0440062
[0:02:23.400000],13.2746,-13.2502,-71.1565,-0.810401,-0.026719,0.159983,0.563191,-0.18355,-0.0424776,0.0554864
[0:02:23.500000],13.0906,-13.6017,-71.4053,-0.809131,-0.0232746,0.161567,0.564716,-0.197817,-0.0457657,0.0617152
[0:02:23.600000],12.9767,-13.876,-71.533,-0.80845,-0.0208851,0.162928,0.565394,-0.199294,-0.0276369,0.0448701
[0:02:23.700000],12.8331,-14.165,-71.8044,-0.80705,-0.0180015,0.164261,0.567105,-0.181972,-0.0272517,0.0530254
[0:02:23.800000],12.6233,-14.4639,-72.0261,-0.805889,-0.0146676,0.165313,0.568545,-0.17787,-0.0187455,0.0572855
[0:02:23.900000],12.4541,-14.9513,-72.1784,-0.804986,-0.0107423,0.167846,0.56917,-0.176455,-0.0422224,0.0542566
[0:02:24],12.202,-15.3621,-72.3838,-0.803829,-0.00654629,0.16943,0.570397,-0.191554,-0.0409678,0.0551195
[0:02:24.100000],11.9804,-15.7543,-72.603,-0.802585,-0.00263528,0.171026,0.571702,-0.186979,-0.0327898,0.0656555
[0:02:24.200000],11.8384,-16.1409,-72.8359,-0.801254,0.000715941,0.172967,0.57299,-0.181443,-0.0229967,0.0627057
[0:02:24.300000],11.6655,-16.5496,-73.1349,-0.799563,0.00450686,0.174886,0.574751,-0.189875,-0.0223163,0.0562066
[0:02:24.400000],11.3691,-16.8245,-73.3317,-0.798422,0.00830991,0.175261,0.576177,-0.185254,-0.00162055,0.0555909
[0:02:24.500000],11.1431,-17.0561,-73.5187,-0.797341,0.0113822,0.175686,0.577491,-0.195713,-0.0217989,0.054667
[0:02:24.600000],10.845,-17.4296,-73.6923,-0.796226,0.0156793,0.176702,0.578618,-0.180332,-0.0153327,0.0648315
[0:02:24.700000],10.5605,-17.8058,-73.9622,-0.794599,0.020048,0.177775,0.580388,-0.172368,-0.000912935,0.0549176
[0:02:24.800000],10.401,-18.1815,-74.1814,-0.793227,0.0234737,0.179471,0.581612,-0.194597,0.00547627,0.0680254
[0:02:24.900000],10.1944,-18.5865,-74.4135,-0.791743,0.0274055,0.181109,0.582953,-0.182933,0.00985213,0.0715595
[0:02:25],9.98163,-18.9151,-74.6281,-0.790377,0.0309525,0.18219,0.584292,-0.183665,0.00118566,0.0669603
[0:02:25.100000],9.61911,-19.2431,-74.8839,-0.788737,0.0355954,0.182474,0.586152,-0.172717,-0.0115244,0.0754758
[0:02:25.200000],9.33283,-19.5381,-75.1169,-0.787234,0.0395027,0.182917,0.587782,-0.193748,0.0180031,0.0729683
[0:02:25.300000],9.02888,-19.9051,-75.4025,-0.785378,0.0439987,0.183715,0.589694,-0.184823,0.00716428,0.0642332
[0:02:25.400000],8.64604,-20.2341,-75.6304,-0.783788,0.0487407,0.183855,0.59139,-0.178681,-0.00189534,0.0753477
[0:02:25.500000],8.43434,-20.6466,-75.9243,-0.781835,0.0528664,0.18539,0.59314,-0.168459,0.0171607,0.0673097
[0:02:25.600000],8.17298,-20.9757,-76.1898,-0.780052,0.0568422,0.186104,0.594892,-0.189515,0.0231396,0.0839716
[0:02:25.700000],7.94321,-21.3729,-76.4666,-0.778144,0.06099,0.187412,0.596568,-0.181148,0.0176107,0.0810439
[0:02:25.800000],7.79453,-21.7497,-76.8354,-0.775795,0.064634,0.188937,0.598758,-0.177254,0.02729,0.070106
[0:02:25.900000],7.55065,-22.1048,-77.1541,-0.773652,0.0687289,0.189826,0.60079,-0.181111,0.0107604,0.0754734
[0:02:26],7.31711,-22.3682,-77.4592,-0.771652,0.0722369,0.190152,0.602844,-0.197269,0.018816,0.0814096
[0:02:26.100000],6.92934,-22.6357,-77.646,-0.770151,0.0766071,0.189752,0.604348,-0.167158,0.0229837,0.0797213
[0:02:26.200000],6.51694,-22.8086,-77.8509,-0.76861,0.0806536,0.188573,0.60615,-0.193929,0.021535,0.0754631
[0:02:26.300000],6.1361,-23.0009,-78.1582,-0.766505,0.0847559,0.187598,0.608554,-0.177733,0.0248351,0.081091
[0:02:26.400000],5.85797,-23.2652,-78.543,-0.763964,0.0886861,0.187561,0.611195,-0.172759,0.0424644,0.092375
[0:02:26.500000],5.55949,-23.6372,-78.8591,-0.76163,0.0932281,0.188149,0.613248,-0.17609,0.044303,0.0922726
[0:02:26.600000],5.3466,-23.8729,-79.2082,-0.759316,0.0965085,0.188257,0.615571,-0.172593,0.0454656,0.0852373
[0:02:26.700000],5.17434,-24.1782,-79.6309,-0.756544,0.100025,0.188954,0.618205,-0.18344,0.0438213,0.0901968
[0:02:26.800000],4.86229,-24.42,-79.8971,-0.754545,0.103857,0.1886,0.62012,-0.174958,0.0254196,0.0950937
[0:02:26.900000],4.59986,-24.7009,-80.3223,-0.751662,0.107837,0.188602,0.622935,-0.171055,0.0548858,0.0856715
[0:02:27],4.2325,-25.0682,-80.5496,-0.749623,0.112656,0.188756,0.624491,-0.174369,0.0398356,0.0893166
[0:02:27.100000],3.97909,-25.2733,-80.8346,-0.747559,0.11592,0.18841,0.626469,-0.173885,0.0543134,0.0986667
[0:02:27.200000],3.69062,-25.4523,-81.0863,-0.745657,0.11921,0.187724,0.628321,-0.189891,0.0450872,0.093777
[0:02:27.300000],3.36049,-25.7348,-81.4442,-0.742976,0.123516,0.187344,0.630775,-0.181154,0.0381979,0.109375
[0:02:27.400000],2.93688,-25.9147,-81.8167,-0.740219,0.12787,0.185751,0.633613,-0.181417,0.0375329,0.108666
[0:02:27.500000],2.63718,-26.0972,-82.2505,-0.73723,0.131527,0.184764,0.636631,-0.185988,0.0634757,0.105498
[0:02:27.600000],2.34417,-26.4047,-82.5556,-0.73477,0.135631,0.184735,0.638619,-0.165839,0.0528413,0.0975384
[0:02:27.700000],2.03831,-26.652,-82.897,-0.732153,0.139532,0.184188,0.640938,-0.173179,0.0476782,0.098244
[0:02:27.800000],1.6349,-26.8411,-83.2285,-0.729528,0.143703,0.182716,0.643426,-0.178935,0.0505313,0.105325
[0:02:27.900000],1.26129,-26.9976,-83.5224,-0.727174,0.14743,0.181231,0.645664,-0.190159,0.0502714,0.102203
[0:02:28],0.778581,-27.2056,-83.7966,-0.72469,0.152098,0.179461,0.647865,-0.178437,0.0601801,0.104881
[0:02:28.100000],0.514746,-27.3338,-84.2676,-0.721475,0.155225,0.178141,0.651067,-0.190741,0.073806,0.114466
[0:02:28.200000],0.24169,-27.5515,-84.6092,-0.718828,0.158712,0.177486,0.65333,-0.166709,0.0768264,0.119059
[0:02:28.300000],-0.0534861,-27.7491,-84.9712,-0.716044,0.162247,0.176529,0.655773,-0.188135,0.0729697,0.12065
[0:02:28.400000],-0.340004,-27.9698,-85.4343,-0.712634,0.166009,0.1756,0.658789,-0.172437,0.0632246,0.113859
[0:02:28.500000],-0.724597,-28.1129,-85.9423,-0.708917,0.16999,0.173528,0.662323,-0.177937,0.0774999,0.115514
[0:02:28.600000],-1.00889,-28.2332,-86.4234,-0.705512,0.173163,0.171906,0.665552,-0.18937,0.0783796,0.115534
[0:02:28.700000],-1.35888,-28.4499,-86.8619,-0.702075,0.177221,0.170535,0.668464,-0.187632,0.07206,0.114021
[0:02:28.800000],-1.80399,-28.6346,-87.2797,-0.698634,0.18163,0.168416,0.671418,-0.184483,0.0755438,0.126735
[0:02:28.900000],-2.12091,-28.6836,-87.7534,-0.695264,0.184534,0.166099,0.674693,-0.175469,0.0588963,0.130729
[0:02:29],-2.51129,-28.7533,-88.224,-0.691735,0.187979,0.163456,0.678007,-0.170248,0.0877316,0.126244
[0:02:29.100000],-2.87757,-28.806,-88.5457,-0.689134,0.19095,0.161075,0.680391,-0.174778,0.0778661,0.126951
[0:02:29.200000],-3.19302,-28.9857,-88.9276,-0.686024,0.19443,0.15965,0.682879,-0.191378,0.0919988,0.118342
[0:02:29.300000],-3.55709,-28.9947,-89.353,-0.682846,0.197244,0.156803,0.68591,-0.190844,0.0657437,0.121675
[0:02:29.400000],-3.93645,-28.994,-89.7364,-0.67989,0.200015,0.15386,0.688705,-0.188392,0.09551,0.134499
[0:02:29.500000],-4.25513,-29.21,-90.2518,-0.675844,0.203865,0.152333,0.691891,-0.169286,0.0769724,0.132767
[0:02:29.600000],-4.6076,-29.2856,-90.7929,-0.671802,0.207098,0.149684,0.695436,-0.178372,0.0797717,0.130528
[0:02:29.700000],-5.03349,-29.397,-91.1813,-0.668463,0.210754,0.147053,0.698111,-0.184889,0.0776038,0.133243
[0:02:29.800000],-5.42753,-29.5294,-91.6125,-0.664859,0.214383,0.144637,0.700947,-0.191539,0.0905434,0.124239
[0:02:29.900000],-5.71405,-29.5581,-92.079,-0.661407,0.216797,0.142174,0.703967,-0.200398,0.0998545,0.141692
[0:02:30],-4.7041,-27.9278,-92.0606,-0.666263,0.20113,0.138741,0.704728,-0.755407,-0.00627372,0.110787
[0:02:30.100000],-3.70683,-26.5039,-92.0666,-0.670258,0.186714,0.136408,0.705361,-0.723786,-0.00458036,0.111934
[0:02:30.200000],-2.65616,-25.1483,-92.0376,-0.674145,0.172277,0.134865,0.705627,-0.70072,-0.0297657,0.100548
[0:02:30.300000],-1.86422,-23.8869,-91.8792,-0.678041,0.159722,0.132462,0.705302,-0.688258,-0.0346466,0.0841545
[0:02:30.400000],-1.05194,-22.6779,-91.6918,-0.681857,0.14729,0.130498,0.704695,-0.664726,-0.0288976,0.0681643
[0:02:30.500000],-0.282387,-21.5207,-91.5813,-0.684874,0.13548,0.128449,0.704514,-0.649003,-0.0399706,0.0639653
[0:02:30.600000],0.578012,-20.3981,-91.51,-0.687517,0.123347,0.127099,0.704414,-0.646331,-0.0571241,0.0700557
[0:02:30.700000],1.38029,-19.2803,-91.405,-0.690097,0.111522,0.12544,0.704159,-0.633901,-0.0568563,0.0579872
[0:02:30.800000],2.13735,-18.2571,-91.2347,-0.692763,0.100456,0.124105,0.703443,-0.619311,-0.0583674,0.0577574
[0:02:30.900000],2.94778,-17.3007,-91.1016,-0.695022,0.0894993,0.123438,0.702811,-0.589013,-0.0664948,0.0434992
[0:02:31],3.64803,-16.2958,-90.9809,-0.696995,0.0789067,0.12177,0.702417,-0.596393,-0.0715086,0.0397851
[0:02:31.100000],4.32518,-15.2664,-90.9387,-0.698332,0.0683713,0.119742,0.702542,-0.568605,-0.0905787,0.0454071
[0:02:31.200000],4.90023,-14.4112,-90.9088,-0.699298,0.0595377,0.118125,0.702659,-0.550697,-0.102753,0.0257782
[0:02:31.300000],5.44414,-13.6038,-90.7247,-0.701066,0.0510258,0.116669,0.701809,-0.541908,-0.0975854,0.0362738
[0:02:31.400000],5.96424,-12.7462,-90.5842,-0.702477,0.0423908,0.11472,0.701294,-0.523673,-0.119658,0.0260684
[0:02:31.500000],6.4793,-12.0705,-90.5153,-0.703294,0.0349815,0.1138,0.701034,-0.50184,-0.104491,0.0224877
[0:02:31.600000],7.02393,-11.3737,-90.3903,-0.70439,0.0272022,0.112936,0.700418,-0.503299,-0.106028,0.0260113
[0:02:31.700000],7.44323,-10.657,-90.1709,-0.70596,0.0199782,0.111186,0.699359,-0.48156,-0.130362,0.0250335
[0:02:31.800000],7.79894,-10.0232,-89.9613,-0.707383,0.0136719,0.109524,0.698335,-0.467443,-0.126852,0.0326651
[0:02:31.900000],8.25826,-9.39608,-89.8255,-0.708308,0.00684148,0.108507,0.697656,-0.476613,-0.130173,0.0265699
